name,price
Adam Estes,862.73
Shelby Page,625.65
Matthew Gomez,169.87
Riley Golden,958.28
Andrew Harris,284.32
Bruce Watkins,395.45
Brittany Jones,735.4
Adam Orozco,407.8
Emily Silva,556.07
Mr. Gordon Ryan,382.5
Douglas Mcbride,189.28
Trevor Robinson,87.77
Vanessa Perez,139.53
Michael Sherman,618.41
Michael Munoz,147.24
Jeremy Perez,195.56
Matthew Martin,128.37
Taylor Shepherd,736.96
Mark Tran,141.5
Carrie Reeves,165.96
Samuel Barnes,195.61
Mark Williamson,429.24
Mary Miles,72.79
Mark Russell,253.22
Dennis Rose,245.9
Michael Lara,315.82
Dr. Amanda Martinez,13.76
Matthew Goodman,20.67
Roberta Woodward,862.16
Harry Hall,477.88
Tina Mcfarland,338.28
Joseph Reyes,36.24
Karen Bowman,983.33
Margaret Campbell,577.82
Catherine Stephenson,886.46
Kristina Ortega,678.53
Mary Kane,481.45
Melissa Knight,393.51
Amanda Livingston,427.42
Zachary Castillo,446.59
Melissa Jackson,299.08
Natalie Barnett,210.59
George Wilson,357.17
Gene Lewis,840.25
Michael Coleman,124.52
Leah Howe,815.56
Laurie Espinoza,701.7
Olivia Allen,239.59
Noah Collier,415.07
Robin Schwartz,670.89
Tracey Burns,903.57
Marisa Stark,147.26
Joseph Malone,794.37
Richard Greene,300.64
Aaron Pierce,363.99
Timothy Lewis,946.69
Tiffany Moore,854.99
Donna Lynch,418.77
Barbara Norman,179.17
Amber Swanson,258.55
Richard Ramos,567.05
Scott Edwards,134.49
Christopher Miller,413.46
Colleen Whitehead,201.77
Mitchell Peterson,905.06
Ashley Cooper,835.5
Jessica Boyd,381.39
Mark Coleman,495.3
Dennis Huff,43.99
Andrew Goodman,389.71
Zachary Campbell,864.52
Trevor Baker,966.48
Erin Brown,177.88
Benjamin Holland,531.87
Craig Wolfe,780.71
Charles Mercer,754.41
Ashley Adams,373.17
Raven Browning,961.33
Christine Ward,131.9
Victoria Valdez,393.12
Danny Huff,904.55
Christina Stephens,655.65
Mary Daniels,280.08
Steve Evans MD,122.13
Jeanne Coleman,122.47
Rebecca Dawson,563.8
Sandra Harris,837.41
Michael Butler,725.91
Kevin Jackson,306.45
Nicholas Oliver,95.11
Michael Mccormick,61.83
Hannah Brown,167.98
Julie Brown,537.32
Laura Stanley,229.21
Elizabeth Hendrix,160.09
Kevin Burns,90.41
Rachel Johnson,812.52
Melinda Young,419.67
Lucas Rojas,124.22
Scott Hendrix,213.37
Patrick Anderson,479.79
Tammy Beck,810.75
William Wallace,227.3
Renee Elliott,262.36
Steven Anderson,177.0
Anthony Williams,399.74
John Valencia,856.33
Bradley Perez,427.28
Laurie Wells,214.17
David Glenn,682.65
Marissa Williams,104.73
Shelia Lowery,536.65
Kathy Hoffman,796.99
Tyler Morrison,313.18
Monica Holt,541.47
Jacqueline Gonzalez,210.01
Gloria Casey,332.46
Amber Frazier,734.91
Brian Thomas,950.27
Roger Mack,100.98
Heather Hudson,907.65
John Doyle,688.83
Brittany White,819.78
Darren Delgado,653.61
Jessica Simmons,368.23
Colleen Alexander,941.88
Andrew Ray,728.06
Charles Medina,562.84
Chris Landry,363.79
Justin Gutierrez,839.98
Tina Ortiz,747.17
Ann Lewis,816.04
Kurt Johnson,148.75
David Salazar,372.35
Daniel Gonzalez,970.26
Joshua Watson II,872.46
Kelli Gutierrez,875.53
Nicole Austin,921.64
Edward Cameron,982.04
Lisa Myers MD,946.2
Christina Fuller,964.57
Catherine Melendez,547.47
Jennifer Boyer,159.87
Dustin Wilson Jr.,837.5
Kimberly Garcia,82.45
James Green,881.0
William Richardson,54.18
Jennifer Wright,540.36
Kevin Baker,195.04
Kristine Bowman,66.07
Cheryl Cowan,919.62
Theresa Duncan,835.51
Kimberly Watson,825.56
Karen Nelson,820.19
Jeffrey Hammond,430.98
Tommy Allen,41.22
Mark Williams,515.33
Brian Parker,622.08
Lindsay Thomas,972.62
Maria Campbell,638.03
Kayla Williams,996.51
Jennifer Johnson,80.41
Christopher Gates,856.81
Sara Evans,272.73
William Wang,725.3
Tammy Johnson,781.43
Emily Gilbert,552.75
Brittany Parker,95.66
Gregory Vargas MD,368.35
Tara Brooks,706.82
Mary Rivera,622.44
Kimberly Smith,102.38
Lisa Riley,864.31
Jose Bailey,328.57
Kathleen Brown,928.22
Kevin Carroll,533.86
Julian Rodriguez,84.1
Kenneth Taylor,488.46
Ann Thompson,297.86
Shannon Jacobs,900.33
Allison Calderon,361.19
Katie Hunt,42.32
Benjamin Roberts,113.89
Michael Myers,910.96
Claire Harris,512.4
Marvin Mcgee,392.76
Michelle Waters,166.96
Kristin Bond,648.3
Monica Burke,452.83
Autumn Henry,222.77
Alyssa Thomas DDS,678.52
Jennifer King,380.56
Philip Reed,492.05
Kendra Davis,61.82
Denise Wyatt,887.78
Ryan Clark,84.2
Patricia Johnson,98.42
Amy Hayes,381.62
Misty Fields,31.8
Kelsey Mathis MD,397.01
Jordan Nolan,270.82
Victor Vazquez,719.44
Ronald Jordan,392.22
Michael Williams,765.4
Marie Chapman,205.71
Tyler Gonzales,790.62
Kevin Morales,212.43
Peter Curtis,666.26
Jody Gomez,248.38
Debra Hall,254.95
John Hernandez,139.37
Samuel Farmer,634.54
James Nguyen,416.16
Lauren Hall,393.68
Daniel Tucker,68.42
Eric Odonnell,523.7
Martha Johnson,802.09
Lisa Martinez,836.76
Daniel Smith,643.28
Patricia Dudley,798.44
Haley Perkins,857.15
Eric Graham,865.97
Nicholas Acevedo,376.14
Charles Clark,179.55
Brian Hodges,411.06
Sandra Hess,399.99
Donald Johnson,697.22
Anne George,786.6
Clarence Novak,539.69
Carrie Clark,43.81
Michael Rodriguez,678.02
Andrew Miller,595.36
Alex Coleman,456.22
Jaime Griffin,24.01
Julie Ayala,71.29
Tina Coleman,743.42
Patrick Wade,51.52
Shannon Gomez,94.47
Michael Schultz,556.94
Gerald Kelly,992.51
Douglas Daugherty,804.22
Zachary Green,559.17
James Bell,832.26
Felicia Leonard,242.0
Duane Tate,659.96
Caleb Curry,825.71
Lisa Jones,583.4
Juan Keller,93.95
Elizabeth Roberts,622.0
Tina Johnson,606.05
Michelle Robbins,262.92
Vanessa Pierce,468.04
Holly Roach,332.9
Adrian Weber,559.94
Gregory Kaufman,845.72
Brett Villanueva,707.0
Christina Phelps,812.79
Nicole Cook,911.78
Ronald Hayden,613.54
Cheryl Poole,679.58
Randall Herring,512.18
Sean Davis,24.46
Mark Pham,767.16
Michael Wolfe,293.7
Michael Smith,662.57
Nicole Johnson,88.35
Peter Nguyen,25.24
Mrs. Hannah Wood,314.72
Cynthia Logan,131.73
Michael Hoover,121.75
Elizabeth Moore,919.95
Ann Ryan,751.39
James Washington,969.7
Sandra Nelson,142.75
Aaron Gilbert,153.72
Paul Chandler,19.48
Cheryl Brown,906.8
Harry Pugh,672.15
Amy Cherry,19.25
Aaron Mccann,767.49
Jeffery Fernandez,394.26
Lynn Woodard,691.71
Candace Hubbard,315.5
Alexander Sellers,374.46
Amy Ward,973.64
Wayne Wise,765.75
Alyssa Tucker,489.62
Richard Stevens,838.62
Jonathan Montgomery,678.13
Shannon Phillips,767.57
Christopher Goodman,396.01
William Mora,245.03
Allison Fox,846.32
Jennifer White,349.4
Jennifer White,326.47
Melinda Harris,437.79
James Dunlap,976.39
Roger Ball,922.39
Jeffrey Hart,553.64
Karen Phillips,840.18
James Garcia,768.76
Jasmine Martin,759.04
Elizabeth Park,448.74
David James,604.92
Ethan Sims,373.06
Mr. Steve Griffin,494.84
Gerald Potts,515.83
Teresa Davis,492.7
Pamela Hicks,742.83
Desiree Greer,635.44
Denise Nixon,307.12
Christina Howard,128.67
Christopher Guzman,750.5
Brandi Edwards,645.77
Raymond Travis,742.64
Travis Robbins,200.22
David Adams,147.57
Cynthia Chen,877.07
Mr. Walter Walls DVM,907.56
Elizabeth Garcia,615.99
Leslie Carpenter,379.42
Paige Stevens,228.35
Michael Dunlap,947.81
Eddie Lester DDS,113.65
Kevin Martinez,485.59
Michelle Gates,883.39
Mrs. Angela Jones,66.19
William Quinn,664.59
Nicole Rogers,680.04
Richard Henry,574.16
Jeffrey Salinas,160.16
Cheryl Walker,941.22
Benjamin Roberts,385.16
Laura Dominguez,994.0
Kyle Shah,529.07
Meghan Brooks,16.17
Paula Day,105.92
Joshua Patel,182.97
Jessica Mcclain,785.36
Brittany Graham,717.5
Jessica Romero,474.09
Henry Townsend,521.27
Karen Torres,513.75
Lisa Morris,797.43
Maurice Brown,907.95
Lisa Johnson,629.4
Melissa Cooper,751.3
Brian Brown,563.01
Jason Howard,752.16
Amy Brooks,278.93
Brooke Reed,180.19
Alexander Aguirre,854.48
Christopher Kelly,303.06
Penny Campos,246.71
Jessica Leach,501.31
Cynthia Burns,395.4
Jason Juarez,840.16
Stephanie Garza,317.75
Eric Hernandez,265.13
Zachary Key,546.39
Kelly Wolfe,298.77
Jacqueline Melendez,352.58
Gary Mcgee,823.51
Jordan Mason,652.54
Wayne Moses,653.94
Kelly Perez,549.06
Jennifer Marsh,443.5
Joseph Leonard,462.05
Kristen Miller,274.89
Jacob Barajas,123.25
Cheryl Conner,601.94
Gregory Li,165.72
Thomas Nelson,729.39
Jesus Wright,716.03
Jeffrey Davis,302.26
Adam Hopkins,794.25
Chad Barnett,379.57
Carlos Ryan,216.81
Katherine Chambers,801.8
Shane Sparks,121.74
Sara Brooks,833.62
Jennifer Brooks,513.66
Kyle Copeland,790.93
Kristen Le,338.89
Anthony Dunn,129.83
Bruce Middleton,66.74
Chelsea Lee,660.26
Aaron Carter,741.79
Emily Tucker,27.56
Victor Holt,901.1
Robert Steele,487.22
Blake Bates,861.53
April Haynes,678.6
Jay Price,741.78
Judy Mahoney,696.57
Miguel Mccoy,887.24
Ronald Ortiz,498.9
Joseph Yoder,376.85
Thomas Williams,823.53
Jennifer Schwartz,308.12
Ronald Jackson,60.15
Phillip Garcia,336.99
Sandra Cook,300.03
Steve Ellis,730.68
Joyce Simpson,863.32
Emily Green,229.75
George Harris,484.86
Dana Fields,655.95
Sean Gomez,154.35
Dawn Archer,33.39
Michael Roberts,596.58
Thomas Martin,1.0
Kimberly Hamilton,867.18
Tina Mcpherson,593.96
John Greer,275.97
Jennifer James,966.04
Jeffrey Lawrence,110.23
Tyler Fleming,214.24
Kimberly Griffith,589.62
Christopher Thomas,407.13
Eduardo Garrison,10.28
Jennifer Nguyen,33.71
Michael Smith,932.63
Joshua Parks,608.11
Christopher Miller,379.65
Michael Castaneda,27.74
Meredith Richard,401.19
Michael Evans,524.83
Benjamin Fuller,453.56
Austin Vasquez,2.49
Jacqueline Adams,596.89
Julie Farmer,92.17
Andrew Gay,682.96
Thomas Lowery,828.36
Stephen Cantrell,435.6
Misty Gray,943.87
Gary Erickson,422.94
Christine Walker,687.49
Julie Benton,789.61
Christine Rodriguez,690.9
Jennifer Davis,784.72
Cassandra Rivers DDS,108.82
Amber Green,93.19
Mark Mason,225.23
Sarah Kennedy,561.98
Chris Giles,867.17
Mrs. Kathleen Anderson,793.72
Charles Martinez,482.88
Jennifer Griffin,473.15
Kim Rodriguez,742.89
Stephanie Ward,377.46
Stacy Williams,882.52
Sean Roberts,288.64
Daniel Vega,70.61
Melanie Schultz,201.83
Anthony Willis,959.69
Jennifer Todd,734.43
Lindsey Brooks,874.53
Matthew Allen,204.7
Scott Franco,154.39
Lauren Mcclain,729.14
Mrs. Sonia Harris,584.0
Erin Young,948.04
Linda Miller,988.7
Alan Wallace,189.93
Jennifer Thomas,556.51
Troy Randall,669.66
Laura Beck,772.88
Robert Davis,461.0
Terry Mendoza,577.09
Jacob Dominguez,639.79
Cindy Velasquez,893.25
Charles Collins,732.85
Caleb Roberson,492.99
William Figueroa,623.21
Corey Solis,703.85
Samuel Clarke,373.06
Jennifer Gomez,688.56
Patricia Harvey,874.08
Lindsay Neal,88.56
Donald Jones,640.21
Susan Garcia,614.6
Mrs. Christina Williams,767.04
Diamond Nelson,949.8
Bryan Perez,137.7
Anthony Chandler,998.29
Crystal Flores,592.53
Michael Cobb,341.23
Stephanie Rice,557.28
Christopher Wheeler,266.61
Robert Long,316.25
Austin Franklin,775.39
Blake Mcclain,877.35
Margaret Chapman,297.18
Samantha Pena,40.14
Brett Vang,721.59
Ashley Zavala,238.74
Jo Harris,434.03
Courtney Scott,994.72
Karen Taylor,824.42
Barry Fisher,904.04
Richard Myers,440.4
Robert Duncan,869.72
Jennifer Russell,507.92
Jasmine Gardner,812.72
Bryan Lloyd,953.19
Crystal Ward,24.2
Heather Jordan,634.75
Steven Contreras,980.25
Anita Hicks,7.36
Connor Douglas,683.49
Rebecca Smith,506.81
Julie Elliott,816.06
Amanda Wagner DDS,730.43
Thomas Davis,629.32
William Wright,70.39
Mrs. Kimberly Burns DDS,247.57
Darrell Harris,77.76
Jennifer Collier,225.66
Angela Thomas,678.41
Vanessa Hess,390.32
Eileen Cabrera,639.65
Nicole Torres MD,154.43
Kimberly Johnson,480.59
Anthony Blevins,90.29
William Gentry,204.78
Courtney Vasquez,846.66
Sarah Alvarez,10.48
Jessica Hess,829.36
Victor Johnson,141.57
Toni Barker,237.41
Philip Jones,306.58
Sara Marquez,185.22
Brittany Barnes,233.81
John Hamilton,680.31
Sarah Stevenson,52.61
Charles Lewis,366.47
Anna Scott MD,692.25
Michael Nelson,226.02
Brian Wilson,88.78
Ashley Wong,187.47
Linda Harrison,560.34
Christopher Anderson,975.08
Michelle Cannon,436.54
Jamie Reyes,973.14
Jennifer Long,627.59
Luis Watson,199.84
Tina Johnson,246.39
Brittany Perez,357.43
Paula Welch,666.04
Philip Smith,293.04
Robert Horn,183.93
Michelle Alexander,929.5
John Fernandez,415.02
Mary Mendoza,532.01
Nathan Hughes,608.88
Theresa Pacheco,514.98
Jonathan Huff,647.31
John Blackwell,672.96
Kimberly Camacho,44.68
Matthew Coleman,141.76
Jennifer Price,418.51
Rose Greene,635.92
Frederick Martin,161.47
James Allen,928.62
Sandra Hardy,67.47
Lauren May,446.85
Vincent Lopez,282.55
Melvin Long,121.43
Debbie Brown,733.05
Jessica Roberts,993.61
Dakota Mccarthy,580.12
Debbie Shaw,931.47
Bruce Tucker,943.78
Anthony Kelley,699.0
Jeff Parrish,956.02
Justin Pope,845.77
Patricia Garcia,712.76
Joseph Newton,690.18
Douglas Trujillo,859.33
David Cruz,343.39
Nicholas Smith,614.99
Brenda Harvey,173.15
Jesus Thomas,746.22
Emily Bailey,590.86
Heather Harris,478.05
Amanda Thompson,255.3
Beth Drake,641.89
Brent Lee,250.91
Daniel Davis,459.72
Eric Cunningham,843.54
Cheryl Ramirez,611.68
Margaret Johnson,865.95
David Jackson,794.64
Joel Best,269.51
Larry Wade,711.19
Jason Lopez,360.41
Jeffery Garner,787.79
Sheri James,206.38
Jill Johnson,530.6
Micheal Jensen,687.17
Robert Lin,623.42
Steven Martinez,728.12
Nathan Phillips,452.01
Anne Waters,813.14
Denise Sosa,834.35
Kaitlyn Bryant,294.3
Kayla Martinez,800.81
Shari Palmer,477.96
Katherine Hanson,711.44
Lauren Byrd,579.76
Jonathan Smith,807.24
Danielle Aguilar,921.88
Dustin Sanchez,732.53
Jack Dunlap,507.97
Lauren Chung,293.36
Tamara Keller,906.74
Johnathan Hill,131.09
Nancy Franco,743.39
Amber Clayton,872.72
Matthew Walters,961.54
Chris Miller,630.45
Lisa Miller,455.79
Marc Foley,691.41
Linda Andrews,98.4
Andres Smith,170.77
Alex Schneider,244.14
Mrs. Teresa Peters DDS,814.51
Donna Norton,418.96
Jeanette Shelton,621.84
Anthony Walker,345.14
Jason Foster,840.55
Gregory Davis,932.75
James Johnson,515.94
Kent Carroll,975.67
Patricia Duke,39.7
Stephanie Gilbert,583.68
Daniel Freeman,652.49
Katrina Yoder,211.17
Mary Ortiz,220.22
Theresa Klein,147.37
Sylvia Richards,507.07
Michelle Chang,324.23
Patricia Thomas,174.22
Michael Williams,508.66
Michele Padilla,240.13
Courtney Becker,942.47
Brandy Flores DVM,854.64
Breanna Ayala,47.34
Tracy Reed,216.72
Jamie Hunt,305.65
Mark Perkins,370.6
Corey Lawson,141.99
Andrew Norris,877.7
Nicole Collins,175.81
Amanda Lewis,455.17
Penny Johnson,955.13
Jessica Snow,289.45
Olivia Parrish,642.64
Juan Taylor,750.81
James Stone,81.81
Amy Turner DVM,855.31
Joseph Hill,834.66
Dawn Watson,265.28
Ronnie Hardy,767.41
Alejandra Lee,220.92
Matthew Thompson,452.89
Heather Mueller,461.6
Chad Freeman,483.57
John Barnes,784.16
Patricia Baker,314.9
Sandra Gilbert,358.0
Samuel Jackson,959.8
Nancy Baxter,240.83
Dr. Michael Gutierrez,559.07
Ryan Woodard,362.77
Michelle Barnes,942.01
Samantha Butler,863.06
Amanda Fuentes,732.76
Steven Wright,71.78
Catherine Jones,356.56
Caitlin Castillo,440.11
Jeffrey Duncan,524.95
Jesse Hopkins,556.48
Beverly Brock,460.44
Olivia Collins,916.42
Lisa Ware,737.75
Tracy Colon,461.85
Matthew Stevens,141.18
Aaron Wang,855.68
Douglas Leblanc,700.82
John Burke,889.37
Michele Levine,970.42
David Arnold,591.95
James Copeland,337.08
Holly Lee,940.87
Steven Medina,301.86
Logan Rhodes,312.37
Joel Moore,68.81
Jim Keith,602.51
Krista Sutton,36.8
Elizabeth Hernandez,423.65
Tyler Andersen,285.36
Jessica Williams,591.16
Cynthia Roberts,359.38
Sandy Arroyo,419.38
Cassandra Scott,746.97
Donna Wilcox,195.28
Virginia Page,855.39
Alex Martinez,665.34
Lawrence Cooke,578.41
Lauren Wallace,392.29
Debbie Wilson,403.48
Danielle Miller,593.93
Angela Terry,867.42
David Clay,517.34
Jennifer Williams,23.67
Cesar Moreno,882.27
Juan Torres,379.92
Christopher Tran,489.95
Valerie Jones,741.77
Tracy Wolf,4.31
Tammy Wilson,247.17
Patricia Calhoun,473.09
James Horne,683.8
Alexis Black,795.88
Krista Figueroa,600.34
Mary Lopez,945.25
Patricia Sanchez,171.01
Jennifer Casey,468.48
Tamara Smith,915.16
Elizabeth Mitchell,348.94
Michele Perry,98.11
Robert Hayden,471.81
Cheryl Price,234.14
John Pearson,196.72
Nathan Dougherty,22.97
Jonathan Reyes,597.68
Amy Williams,331.79
Christopher Michael,287.04
Ashley Murphy,468.8
Tracy Lin,657.67
Jacqueline Davis,533.66
Ann Schneider,472.13
Suzanne Johnson,294.85
Jacob Reed,586.09
Lynn Hull,200.8
Timothy Mahoney,495.1
Miss Maria Rodriguez,342.37
Tristan Wolf DDS,811.02
Brad Bowman,841.78
William Mcdonald,846.15
Nicole Hall,246.05
Nicole Perez,561.57
Nicole Walker,553.54
Heidi Walton,757.33
Paul Lee,360.82
Jennifer Jones,296.22
Bryan Khan,226.45
Anthony Rhodes,638.8
Juan Peck,174.47
Joel Thompson,517.98
Lori Cook,184.07
Donald Carlson,288.26
Timothy Trujillo,319.05
Kelly Gonzalez,20.15
Mark Ellis,313.63
Michelle Griffith,876.35
Lisa Davis,747.53
Nicole Peterson,439.73
Gregory Lee,379.73
Tyler Mueller,112.9
William Taylor,850.94
Sandra George,235.03
Carlos Delgado,712.51
Garrett Nguyen,99.97
Larry Parker,997.64
Daniel Bass,244.64
Stacey Orr,708.6
Mr. Brad Stone,288.46
Molly Roach,144.58
Sarah Parsons,990.35
Carrie Bates,577.18
Joseph Oconnell,112.47
Suzanne Floyd,709.21
Victoria Rodgers,47.69
Kimberly Ibarra,490.19
Cindy Garza,300.95
Eugene Hoffman,659.02
John Hammond,449.66
Melissa Moore,665.31
Jordan Roberts,398.77
Abigail Brown,467.65
Christopher Farmer,658.95
Maria Perkins,567.8
Joseph Peterson,279.13
Kyle Morris,371.71
Jill Henry,133.53
Patricia Perez,824.51
Benjamin Grant,370.08
Benjamin Harrison,201.72
Kimberly Phelps,995.7
Tina Rice,568.85
Jeremy Davis,755.63
Jacqueline Ashley,598.88
Taylor Cook,892.57
Caroline Cohen,977.16
Nicholas Nelson,397.5
Isaac Walsh,770.2
Kimberly Hernandez,120.25
John Welch,71.12
Cynthia Williams,672.76
Maria Nunez,668.01
Danielle Collins,511.67
Dean Harris,556.0
Carlos Miller,25.25
Wanda Mcguire,953.29
Dr. Candice Michael,610.96
Megan Carroll,90.35
Philip Sims,142.3
Richard Smith,840.5
Dawn Gomez,118.84
Dr. James Lewis,254.41
Alec Carter,737.98
Michael Torres,466.75
Kathy Nelson,120.67
Haley Thomas,612.7
Mark Horn,480.7
Dr. Jordan Acosta,402.51
Melody Watkins,594.1
Gary Alvarez,469.63
Leah Roberts,963.94
Mark Horton,972.02
Derrick Jones,617.52
Rachel Moore,395.92
John Ayala,90.75
Suzanne Jackson,324.18
David Crawford,945.61
Diane Gonzalez,804.24
Monica Carter,70.48
Keith Glenn,247.11
Joshua Tran,977.63
Michele Barrera,891.98
William Russell,228.76
Pedro Reynolds,254.02
William Weaver,400.27
Mark Frye,266.96
Rebecca Gay,42.5
Drew Villa,860.14
Michael Scott,434.32
Kyle Payne,818.64
Richard Callahan,496.88
Alyssa Oneill,412.27
Justin Terry,901.17
Nancy Duke DDS,232.91
David Rojas,174.3
Victoria Roberts,118.02
Cody Cox,808.05
Timothy Richard,985.0
Terry Francis,562.02
Adam Brown,89.12
Kristen Young,483.65
Larry Nelson,589.36
Charles Contreras,469.99
Timothy Carlson,450.59
Patrick Bolton,357.12
Meagan Sweeney,885.86
John Wallace,781.41
Steven Stephens,848.17
Bruce Mitchell,964.38
Donald Salas,369.99
Luis Lee,271.99
Jason Jimenez,692.99
Vanessa Calderon,503.02
Anthony Cruz,497.01
Kimberly Mcknight,198.01
Paul Shaw,121.26
Russell Alvarez,26.44
Angel Fowler,973.23
Michael Castillo,902.09
Daryl Hart,327.74
Raymond Morris,303.48
Andrew Ward,571.49
Joshua West,314.32
Anna Valdez,208.28
Anthony Jones,715.68
John Gibson,882.15
Donna Booth,83.48
Michele Mitchell,420.74
Brittney Kim,525.92
Kathleen Jensen,952.65
Amanda Jones,884.21
Christina Johnson,936.9
Emily Davis,339.34
Brittany Williams,380.03
Julie Wilson,888.44
Isabella Williams,293.74
Elizabeth Simpson,739.32
Curtis Martin,395.35
James Whitaker,403.65
Brandon Wilson,381.45
Diane Mcdonald,410.96
Dan Williamson,925.73
Adam Castaneda,45.92
Zachary Foster,841.08
Alex Hernandez,562.48
Stephen Horton,637.11
Kelli Hunter,882.41
Shannon Smith PhD,87.03
Donald Stewart,69.27
Sierra Maxwell,630.46
Laura Harris,777.28
Erika Brown,587.33
Michelle Thomas,890.25
Kenneth Shaffer,490.04
Bryan Serrano,372.65
James Lang,954.06
Jacqueline Thompson,342.39
Daniel Hale,63.83
Mr. Michael Tran,37.39
Patricia Gonzales,57.3
Edward Porter,31.14
Michelle Mcdowell,485.92
Maria Nelson,486.17
Rebecca Williams DVM,172.22
Brandon Reynolds,16.52
Ashley Martinez,856.12
Sandra Sweeney,708.16
William Barron,168.14
Kim Jenkins,692.72
Bryan Reynolds,556.5
Philip Harris,744.97
Eric Hess,570.11
Beth Hartman,448.19
Jennifer Howard,928.47
Steven Gonzalez,88.95
Antonio Rodriguez,963.79
Jennifer Rodriguez,128.54
Steven Hall,694.14
Maureen Garcia,392.6
Vincent Kim,479.84
Michael Williams,723.82
David Hughes,379.91
Jennifer Ross,951.98
Andrea Young DDS,978.91
Katherine Meyers,962.03
Jennifer Knapp,318.46
Michelle Donaldson,70.62
Michelle Lowe,987.69
Todd Cantu,13.22
James Daniels,229.97
Ruth Evans,752.68
Melanie Mejia,191.73
Connie Johnson,744.1
Danny Collier,988.54
Christina Jacobson,397.38
Kevin Williams,694.55
Jennifer Thompson,717.91
Catherine Patrick,734.18
Alexandria Potter,254.16
Kevin Potts,690.78
Dr. David Price,414.62
Debra Delgado,673.72
Maria Miller,286.89
Pamela Sanchez,570.59
Vincent Griffin,147.86
Howard Beasley,331.57
Kara Leblanc,261.75
Crystal James,824.4
David Macias,980.44
Sara Green,401.09
Paul Peterson,653.11
William Meyer,261.18
Jacob Holland,798.41
Elizabeth Wilson,627.08
Timothy Myers,182.1
Kevin Hansen,186.86
Kristen Sims,420.63
Diane Edwards,237.31
Pamela Lopez,353.35
Christopher Thomas,331.03
Susan Lewis,228.24
Robert Eaton,801.65
Brian Conner,840.61
Darlene Brooks,828.21
Christopher Villanueva,495.36
Laura Dean,966.9
Susan Ruiz,325.79
Donna Hicks,921.99
Shannon Ryan,881.48
Marc Gardner,206.78
Jesus Johnson,321.1
Robert Vazquez,734.1
Dawn Murphy,597.73
Connie Soto,927.79
Jonathon Riddle,361.36
David Robinson Jr.,136.91
Charles Benitez,321.57
Ryan Long,959.88
Travis Duffy,833.78
Brittany Ruiz,117.8
Aaron Smith,382.33
Dawn Moran,373.44
Ashley Mcdonald,422.03
Nicholas Davies,899.45
Marcus Brown,233.73
Brandy Patel,473.74
Adam Pham,220.53
Meghan Mills,180.69
Sandra Alvarado,785.6
Jorge Ortiz,219.67
Kevin Mccoy,683.44
Jackson Wilson,22.95
Heather Long,805.52
Frank Williams,886.53
Robert Smith,453.58
Sean Williams,899.27
Chase Chase,448.14
John Smith,10.17
Sara Lopez,525.87
Dennis Davis,445.71
Monique Rodriguez,827.31
Shaun Pratt,747.64
William Kennedy,344.7
Daniel Cervantes,530.64
Kari Solomon,459.76
Leah Morales,856.23
Kaylee Hawkins,789.62
James Smith,660.92
Barbara Singleton,230.28
Timothy Elliott,546.1
John Wilson,188.74
Kathryn White,856.13
Renee Pineda,947.29
Miss Rose Rios,228.38
Dawn Rogers,249.79
Debra Duncan,737.67
Linda Frazier,37.29
Heather Jordan,912.19
Justin Simmons,264.85
Tom Alvarez,361.76
April Elliott,859.39
Erica Jones,525.08
David Bell,622.71
Joanna Lara,304.15
Mariah King,914.34
Bradley Hernandez,179.27
Mark Kim,776.9
Melinda Espinoza,29.86
David Cook,633.06
Javier Long,735.44
Jennifer Baker,59.0
Debra Lang,792.7
Charles Cameron,665.94
Barbara Murphy,456.85
Kara Howell,981.59
Ricky Peterson,78.44
Kiara Lopez,934.78
Amanda Arnold,570.61
John Rodgers,562.08
Mark Davis,363.09
Michael Rivera,772.01
Gerald Kane,727.62
Dr. Sydney Brown,594.78
Scott Foster,330.87
Cheryl Sanders,659.28
Thomas Woods,230.32
William Carson,936.0
Ryan Harris,340.91
Juan Lee,200.87
Justin Smith,770.57
Brittany Salas,764.06
Jason Lynch,153.71
Lori Peters,423.56
Julie Davis,873.54
Yolanda Mcbride,230.33
Allison Hall,651.0
Cynthia Smith,520.35
Joseph Prince,768.29
Theresa Graham,980.8
William Brewer,510.96
Russell Jones,948.37
Andrea Kim,844.74
Tiffany Brown,612.27
David Hoffman,767.11
Joseph Arias,978.44
Kimberly Parker,343.51
James Mendoza,533.58
Victoria Lopez,873.42
Alexandra Flowers,262.89
Brian White,532.37
John Spencer,263.63
Laurie Reeves,797.58
Dr. Thomas Martin,248.36
Kathryn Davila,748.65
Rebecca Harris,658.13
James Erickson II,403.54
Andrew Berry,992.34
Brian Roberts,678.98
Jonathan Jefferson,165.05
Susan Wilson,165.89
Karen Johnson,82.58
Miranda Lopez,244.09
Timothy Pineda,524.65
Steven Martin,133.71
Lisa Smith,767.8
Mary Gutierrez,134.14
Victoria Chen,569.34
Jennifer Sosa,986.13
Amy Gallagher,870.8
Carly Gardner,156.73
Scott Baldwin,546.88
Cheryl Vega,932.07
Deborah Mills,120.31
Robert Gomez,103.71
Andrew Reese,925.71
Luis Brown,160.48
Mackenzie Stevens,637.88
Joshua Johnson,676.58
Ronald Navarro,934.29
Donald Green,464.5
Keith Navarro,652.11
James Ramirez,130.02
Stacey Durham,272.41
Kevin Clark,853.88
Erin Fernandez,729.17
Aaron Ferguson,423.25
Samantha Banks,261.48
